Date,Open,High,Low,Close,Volume
2019-03-22,1939.94,1939.94,1907.24,1925.8,1742814
2019-03-25,1897.52,1901.93,1855.98,1869.24,2165760
2019-03-26,1889.56,1938.18,1882.49,1928.45,2079656
2019-03-27,1924.03,1939.94,1894.87,1932.0,1444557
2019-03-28,1930.21,1930.21,1886.03,1888.68,1513125
2019-03-29,1914.31,1935.53,1910.78,1918.73,1885834
2019-04-01,1941.7,1969.11,1938.18,1958.5,1659651
2019-04-02,1982.37,2001.8,1968.22,1989.42,1498301
2019-04-03,1991.2,1996.51,1975.29,1980.6,1520139
2019-04-04,1939.05,1977.06,1928.45,1962.92,1766123
2019-04-05,1976.18,2077.82,1971.76,2077.82,2919891
2019-04-08,2094.61,2101.68,2059.27,2064.56,2255939
2019-04-09,2063.67,2078.71,2046.88,2061.91,1625140
2019-04-10,2047.77,2101.68,2026.56,2050.41,1896129
2019-04-11,2031.85,2049.54,2021.25,2028.32,973635
2019-04-12,2046.0,2061.03,2021.25,2061.03,1852566
2019-04-15,2091.07,2119.35,2082.24,2116.71,2534169
2019-04-16,2121.12,2156.48,2104.33,2117.59,2480424
2019-04-17,2135.26,2215.69,2130.84,2181.21,3063588
2019-04-18,2177.68,2194.47,2143.21,2149.41,1656710
2019-04-19,2165.31,2167.96,2136.15,2157.37,1077732
2019-04-22,2164.43,2164.43,2130.84,2141.44,868748
2019-04-23,2141.44,2145.86,2107.86,2107.86,1318963
2019-04-24,2111.41,2112.28,2069.85,2084.89,1802557
2019-04-25,2076.93,2085.77,2059.27,2077.82,1237951
2019-04-26,2061.91,2061.91,2009.77,2022.13,2178320
2019-05-07,2023.9,2026.56,1965.56,1989.42,2448517
2019-05-08,1772.03,1794.13,1701.31,1723.41,9079765
2019-05-09,1751.69,1751.69,1717.23,1727.83,4078862
2019-05-10,1723.41,1726.96,1671.27,1697.78,3556911
2019-05-13,1696.02,1711.91,1683.64,1687.19,1713623
2019-05-14,1654.48,1696.89,1643.87,1689.83,2597532
2019-05-15,1679.22,1688.06,1652.71,1683.64,2192577
2019-05-16,1689.83,1698.66,1670.38,1688.95,1595496
2019-05-17,1695.12,1698.66,1677.46,1684.52,1620161
2019-05-20,1681.87,1699.55,1673.03,1690.72,1465489
2019-05-21,1679.22,1703.08,1669.5,1695.12,1375198
2019-05-22,1696.02,1710.15,1680.98,1691.6,1492531
2019-05-23,1665.96,1672.14,1651.82,1659.77,1684543
2019-05-24,1643.87,1669.5,1628.85,1668.61,1855510
2019-05-27,1661.55,1669.5,1648.29,1651.82,1379043
2019-05-28,1646.52,1684.52,1641.21,1681.87,1999660
2019-05-29,1661.55,1666.86,1639.45,1658.01,1744964
2019-05-30,1644.75,1686.29,1639.45,1686.29,1326543
2019-05-31,1658.01,1668.61,1643.87,1646.52,1858111
2019-06-03,1620.88,1622.66,1601.44,1613.81,2097531
2019-06-04,1619.12,1659.77,1617.35,1657.12,2043108
2019-06-05,1690.72,1711.91,1680.11,1706.62,2173455
2019-06-06,1696.02,1700.44,1673.03,1677.46,1409142
2019-06-07,1682.74,1693.36,1676.57,1688.95,978728
2019-06-10,1713.69,1722.52,1690.72,1702.2,1524665
2019-06-11,1706.62,1718.11,1693.36,1713.69,1335822
2019-06-12,1714.58,1722.52,1696.89,1696.89,1439804
2019-06-13,1688.06,1696.89,1662.43,1671.27,1969222
2019-06-14,1681.87,1694.26,1673.03,1685.41,1632156
2019-06-17,1682.74,1687.19,1659.77,1663.32,2058722
2019-06-18,1658.88,1673.03,1644.75,1654.48,1901447
2019-06-19,1672.14,1703.96,1667.74,1696.89,2082370
2019-06-20,1696.02,1698.66,1669.5,1676.57,1795089
2019-06-21,1674.8,1711.91,1666.86,1685.41,3564266
2019-06-24,1683.64,1709.27,1676.57,1698.66,1678433
2019-06-25,1696.02,1703.08,1672.14,1676.57,3001922
2019-06-26,1679.28,1706.44,1676.57,1690.14,1800338
2019-06-27,1707.34,1748.09,1704.63,1737.22,2343378
2019-06-28,1740.85,1740.85,1713.69,1733.61,1765099
2019-07-01,1748.09,1775.24,1733.61,1774.34,2848307
2019-07-02,1783.39,1789.72,1771.63,1775.24,1908924
2019-07-03,1756.23,1757.15,1737.22,1751.71,1377372
2019-07-04,1768.91,1772.53,1749.9,1750.81,832454
2019-07-05,1745.37,1757.15,1739.03,1757.15,1143631
2019-07-08,1740.85,1755.34,1734.51,1743.56,1596752
2019-07-09,1748.99,1761.68,1737.22,1744.46,1547706
2019-07-10,1729.08,1736.32,1707.34,1718.21,2346912
2019-07-11,1710.08,1719.12,1697.39,1713.69,1609565
2019-07-12,1720.02,1722.75,1700.1,1701.01,1606141
2019-07-16,1700.1,1709.15,1686.54,1698.3,1657839
2019-07-17,1692.87,1716.41,1684.72,1695.58,2062357
2019-07-18,1683.81,1684.72,1649.41,1658.46,2848194
2019-07-19,1664.79,1722.75,1661.18,1721.84,2165088
2019-07-22,1725.46,1751.71,1721.84,1731.8,1636520
2019-07-23,1721.84,1748.09,1720.02,1744.46,1322361
2019-07-24,1759.86,1773.45,1746.28,1755.34,1310652
2019-07-25,1739.94,1760.77,1736.32,1755.34,1306011
2019-07-26,1758.95,1760.77,1705.54,1710.08,1917207
2019-07-29,1738.13,1745.37,1691.96,1697.39,2444119
2019-07-30,1714.6,1740.85,1705.54,1731.8,3432879
2019-07-31,1721.84,1748.99,1713.69,1736.32,2329126
2019-08-01,1733.61,1748.09,1717.31,1742.65,1289995
2019-08-02,1692.87,1697.39,1666.6,1673.86,2912926
2019-08-05,1662.99,1672.95,1613.19,1624.96,2339953
2019-08-06,1557.99,1599.63,1550.75,1595.09,3085361
2019-08-07,1582.42,1582.42,1559.8,1571.56,2441467
2019-08-08,1561.6,1586.04,1551.65,1560.7,2075391
2019-08-09,1533.53,1588.75,1517.25,1547.12,3612053
2019-08-13,1518.15,1545.31,1500.04,1545.31,2961310
2019-08-14,1571.56,1578.81,1550.75,1565.22,2121565
2019-08-15,1522.67,1552.55,1521.77,1545.31,1800448
2019-08-16,1539.87,1549.83,1529.01,1548.94,2244622
2019-08-19,1561.6,1589.66,1561.6,1581.52,1927702
2019-08-20,1582.42,1596.9,1575.18,1586.04,1511032
2019-08-21,1563.42,1587.86,1557.99,1584.23,1171798
2019-08-22,1579.7,1594.18,1578.81,1588.75,1121096
2019-08-23,1582.42,1603.23,1581.52,1596.0,1200631
2019-08-26,1538.97,1581.52,1538.06,1575.18,1579853
2019-08-27,1594.18,1604.15,1586.04,1588.75,1239291
2019-08-28,1572.47,1572.47,1555.27,1555.27,1695065
2019-08-29,1558.88,1563.42,1538.97,1540.78,1235647
2019-08-30,1558.88,1576.99,1550.75,1573.36,2141670
2019-09-02,1565.22,1572.47,1537.15,1538.06,1885725
2019-09-03,1536.26,1558.88,1534.44,1545.31,1494463
2019-09-04,1538.06,1538.06,1515.44,1523.58,1811714
2019-09-05,1531.73,1576.99,1531.73,1570.65,2143658
2019-09-06,1590.57,1621.34,1586.95,1620.43,2249151
2019-09-09,1629.5,1651.22,1617.72,1651.22,2058822
2019-09-10,1681.09,1707.34,1674.77,1688.33,2298528
2019-09-11,1719.12,1768.91,1714.6,1761.68,3582779
2019-09-12,1797.88,1809.65,1783.39,1792.45,3374554
2019-09-13,1810.54,1810.54,1781.58,1808.74,3049460
2019-09-17,1805.11,1805.11,1772.53,1777.05,1763110
2019-09-18,1777.96,1778.87,1757.15,1766.19,1489493
2019-09-19,1766.19,1791.54,1752.63,1752.63,1692524
2019-09-20,1765.29,1766.19,1740.85,1743.56,1601170
2019-09-24,1745.37,1768.91,1739.03,1756.23,1084091
2019-09-25,1743.56,1768.0,1732.69,1766.19,1301372
2019-09-26,1795.16,1821.41,1785.21,1789.72,2152273
2019-09-27,1792.45,1819.59,1767.11,1785.21,2116926
2019-09-30,1782.49,1804.21,1766.19,1772.53,2041590
2019-10-01,1782.49,1836.81,1776.16,1835.9,2279639
2019-10-02,1798.77,1800.59,1774.34,1780.68,2324376
2019-10-03,1729.08,1754.43,1724.55,1753.52,2075391
2019-10-04,1740.85,1755.34,1739.03,1754.43,1314627
2019-10-07,1765.29,1773.45,1747.17,1754.43,839082
2019-10-08,1761.68,1786.1,1760.77,1766.19,1304355
2019-10-09,1743.56,1751.71,1730.88,1740.85,1470050
2019-10-10,1736.32,1745.37,1710.08,1744.46,2068101
2019-10-11,1778.87,1810.54,1762.57,1803.31,2377399
2019-10-15,1855.81,1900.16,1855.81,1883.89,3626854
2019-10-16,1940.91,1965.36,1924.62,1935.48,4633066
2019-10-17,1931.86,1932.77,1892.93,1895.65,1967137
2019-10-18,1905.61,1917.38,1889.31,1899.27,1446523
2019-10-21,1926.44,1926.44,1897.45,1901.08,974511
2019-10-23,1913.75,1928.23,1896.56,1927.33,1779018
2019-10-24,1935.48,1974.41,1930.96,1968.98,1803651
2019-10-25,1963.54,1978.93,1949.05,1963.54,1195769
2019-10-28,1953.58,1973.51,1949.97,1961.74,1051504
2019-10-29,1976.22,1995.23,1973.51,1984.36,1370302
2019-10-30,1991.6,2000.67,1964.45,1970.79,2071745
2019-10-31,1946.34,1955.39,1914.66,1937.29,2472397
2019-11-01,1892.93,1940.91,1887.5,1935.48,1627240
2019-11-05,1971.7,1999.76,1961.74,1994.33,1822872
2019-11-06,2019.67,2019.67,1987.99,2003.38,1451272
2019-11-07,1991.6,1995.23,1974.41,1989.8,1056806
2019-11-08,1983.46,1998.85,1970.79,1984.36,2429538
2019-11-11,1991.6,1997.95,1965.36,1970.79,1686008
2019-11-12,1975.31,2007.0,1974.41,2005.18,1587473
2019-11-13,2001.58,2006.1,1975.31,1982.56,1604264
2019-11-14,2027.81,2131.92,2027.81,2077.6,5626247
2019-11-15,2073.97,2097.52,2058.6,2083.03,2436166
2019-11-18,2091.19,2118.34,2083.95,2095.71,2188837
2019-11-19,2096.62,2099.33,2071.26,2079.42,1592998
2019-11-20,2061.31,2072.17,2038.66,2048.64,1184171
2019-11-21,2034.14,2052.26,2000.67,2036.87,1269890
2019-11-22,2060.41,2063.12,2043.21,2046.83,1023667
2019-11-25,2071.26,2078.5,2056.78,2062.21,731932
2019-11-26,2077.6,2088.48,2065.83,2068.55,1588909
2019-11-27,2089.37,2098.43,2077.6,2086.66,1331418
2019-11-28,2107.48,2113.81,2085.76,2092.09,1080775
2019-11-29,2099.33,2101.14,2067.65,2070.36,1142085
2019-12-02,2093.0,2097.52,2073.97,2088.48,1061334
2019-12-03,2052.26,2065.83,2034.14,2056.78,2059926
2019-12-04,2019.67,2049.55,2018.76,2045.01,1389412
2019-12-05,2064.02,2085.76,2063.12,2077.6,1560630
2019-12-06,2082.14,2093.0,2070.36,2074.89,1248240
2019-12-09,2100.24,2102.96,2080.32,2080.32,1177210
2019-12-10,2068.55,2076.7,2057.68,2065.83,1355280
2019-12-11,2065.83,2082.14,2061.31,2067.65,1062551
2019-12-12,2069.45,2074.89,2034.14,2034.14,1561736
2019-12-13,2093.0,2128.31,2078.5,2127.4,3962995
2019-12-16,2113.81,2113.81,2082.14,2097.52,1485515
2019-12-17,2112.01,2113.81,2070.36,2076.7,1645135
2019-12-18,2082.14,2088.48,2067.65,2074.89,1252768
2019-12-19,2084.85,2084.85,2066.74,2075.79,1087074
2019-12-20,2082.14,2083.95,2067.65,2075.79,1508493
2019-12-23,2073.97,2075.79,2053.16,2057.68,1434149
2019-12-24,2064.02,2068.55,2047.73,2049.55,1132806
2019-12-25,2048.64,2052.26,2036.87,2036.87,1086189
2019-12-26,2036.87,2064.02,2032.33,2059.49,1727099
2019-12-27,2068.74,2070.58,2052.11,2054.88,1398636
2019-12-30,2043.8,2057.66,2032.72,2034.56,1111372
2020-01-06,1960.68,1993.93,1960.68,1987.47,1654391
2020-01-07,1997.62,2021.64,1981.93,2017.93,1482119
2020-01-08,1963.45,1980.99,1946.83,1958.83,2376068
2020-01-09,1995.77,2007.79,1974.53,1977.3,1383910
2020-01-10,1985.62,1989.31,1967.15,1968.07,1556614
2020-01-14,1973.6,1993.93,1957.9,1966.22,1863150
2020-01-15,1963.45,1977.3,1961.61,1964.38,959782
2020-01-16,1963.45,1979.16,1956.06,1969.92,944190
2020-01-17,1995.77,2021.64,1989.31,2021.64,1868781
2020-01-20,2030.87,2052.11,2030.87,2040.1,1049112
2020-01-21,2029.03,2048.42,2010.56,2017.93,1052577
2020-01-22,2004.09,2018.87,1991.17,2012.4,926323
2020-01-23,1987.47,2005.01,1984.7,1989.31,1131080
2020-01-24,1978.22,1988.39,1963.45,1967.15,978081
2020-01-27,1934.83,1946.83,1927.44,1930.21,1112779
2020-01-28,1915.42,1919.12,1897.89,1908.04,1334210
2020-01-29,1920.05,1925.59,1908.04,1914.5,895789
2020-01-30,1915.42,1916.35,1874.79,1888.65,1013920
2020-01-31,1901.57,1915.42,1888.65,1904.34,1510487
2020-02-03,1880.34,1909.88,1865.56,1891.41,1142774
2020-02-04,1874.79,1879.41,1854.47,1876.63,1203192
2020-02-05,1908.04,1915.42,1896.95,1905.27,1135626
2020-02-06,1944.05,1969.0,1942.21,1958.83,1550226
2020-02-07,1953.29,1956.99,1932.06,1943.14,1240981
2020-02-10,1920.05,1926.51,1906.2,1908.04,1129563
2020-02-12,1908.04,1915.42,1885.88,1895.11,1609022
2020-02-13,1817.53,1836.01,1798.13,1802.75,4041609
2020-02-14,1779.67,1805.53,1755.65,1803.69,1901158
2020-02-17,1779.67,1789.82,1762.13,1786.13,1356839
2020-02-18,1785.22,1787.98,1770.43,1776.9,1168219
2020-02-19,1777.82,1791.67,1766.73,1772.28,965521
2020-02-20,1805.53,1822.16,1792.59,1797.21,1520882
2020-02-21,1785.22,1799.07,1777.82,1784.29,1350560
2020-02-25,1704.85,1724.24,1699.32,1714.09,2115224
2020-02-26,1680.86,1695.63,1669.76,1688.24,1965149
2020-02-27,1672.54,1681.77,1646.68,1655.92,2166006
2020-02-28,1602.35,1617.12,1577.42,1595.88,3550675
2020-03-02,1551.55,1615.28,1549.71,1586.64,2468538
2020-03-03,1617.12,1621.74,1571.88,1571.88,2149007
2020-03-04,1559.87,1590.34,1551.55,1570.95,2024378
2020-03-05,1592.19,1593.11,1557.1,1565.41,2203472
2020-03-06,1538.61,1538.61,1483.21,1492.45,2840582
2020-03-09,1401.94,1416.72,1359.45,1381.61,3724786
2020-03-10,1334.51,1355.76,1291.11,1342.84,4571634
2020-03-11,1356.68,1368.7,1321.59,1324.36,3736697
2020-03-12,1281.88,1290.2,1255.09,1272.64,6320442
2020-03-13,1154.43,1233.85,1144.27,1179.36,5060619
2020-03-16,1207.08,1212.61,1159.04,1161.82,3280736
2020-03-17,1145.19,1171.05,1115.64,1166.44,6027982
2020-03-18,1154.43,1171.97,1120.26,1122.1,4549437
2020-03-19,1110.1,1129.49,1035.29,1035.29,6075841
2020-03-23,1057.46,1112.87,1050.99,1088.86,4805300
2020-03-24,1135.03,1159.97,1110.1,1157.2,3643253
2020-03-25,1268.02,1305.9,1233.85,1304.96,4298447
2020-03-26,1292.03,1292.03,1215.38,1225.55,3601565
2020-03-27,1280.03,1295.74,1232.0,1289.27,3698799
2020-03-30,1233.85,1248.63,1196.91,1246.79,3541471
2020-03-31,1246.79,1268.02,1202.46,1207.08,3099152
2020-04-01,1196.91,1223.69,1139.65,1159.04,2810481
2020-04-02,1130.41,1153.5,1118.42,1133.19,3256698
2020-04-03,1115.64,1127.64,1097.17,1109.17,2893315
2020-04-06,1093.47,1157.2,1080.55,1143.35,2664522
2020-04-07,1201.53,1214.47,1151.66,1202.46,3005167
2020-04-08,1200.6,1209.84,1152.58,1195.06,3204074
2020-04-09,1187.67,1218.15,1173.82,1217.24,2771068
2020-04-10,1230.16,1230.16,1189.51,1217.24,2496149
2020-04-13,1213.53,1213.53,1166.44,1166.44,2567070
2020-04-14,1159.97,1185.84,1146.12,1177.53,2951785
2020-04-15,1165.52,1171.97,1147.03,1157.2,2736094
2020-04-16,1135.96,1143.35,1120.26,1131.34,2284680
2020-04-17,1140.58,1170.13,1132.26,1156.27,3289398
2020-04-20,1158.13,1174.74,1147.96,1173.82,2099524
2020-04-21,1154.43,1157.2,1111.95,1116.56,4235103
2020-04-22,1108.24,1126.72,1106.4,1115.64,2708482
2020-04-23,1130.41,1166.44,1124.87,1166.44,2327018
2020-04-24,1154.43,1176.59,1138.73,1174.74,3122108
2020-04-27,1177.53,1217.24,1175.67,1217.24,2907066
2020-04-28,1223.69,1234.77,1208.91,1224.63,2399239
2020-04-30,1276.34,1305.9,1275.41,1295.74,4018655
2020-05-01,1264.34,1264.34,1233.85,1241.24,2358309
2020-05-07,1221.85,1223.69,1203.37,1220.92,2260966
2020-05-08,1237.54,1260.63,1232.0,1260.63,3467625
2020-05-11,1309.59,1340.99,1298.51,1331.75,2960664
2020-05-12,1311.43,1324.36,1288.35,1292.96,2355602
2020-05-13,1269.87,1292.96,1264.34,1281.88,1902782
2020-05-14,1276.34,1286.5,1261.57,1266.18,2195134
2020-05-15,1297.57,1299.42,1246.79,1263.4,2025568
2020-05-18,1270.79,1272.64,1256.02,1260.63,1364094
2020-05-19,1297.57,1310.51,1289.27,1290.2,2804093
2020-05-20,1279.11,1289.27,1273.57,1287.42,2597065
2020-05-21,1309.59,1320.67,1299.42,1316.04,2148140
2020-05-22,1319.74,1325.28,1286.5,1292.96,2174560
2020-05-25,1320.67,1326.21,1312.35,1320.67,1933099
2020-05-26,1339.13,1392.71,1338.22,1387.17,2846647
2020-05-27,1413.95,1458.27,1402.87,1452.74,3079553
2020-05-28,1482.28,1508.15,1464.74,1485.98,5568339
2020-05-29,1455.51,1464.74,1422.26,1436.1,4874490
2020-06-01,1385.32,1453.67,1378.84,1417.63,6239017
2020-06-02,1437.03,1464.74,1423.17,1464.74,4343815
2020-06-03,1510.92,1533.08,1496.14,1516.46,3881898
2020-06-04,1570.02,1575.57,1497.99,1529.39,3743519
2020-06-05,1542.32,1598.65,1528.47,1596.82,3545802
2020-06-08,1661.46,1694.7,1645.74,1694.7,6014556
2020-06-09,1680.86,1703.94,1606.96,1634.67,4999985
2020-06-10,1597.73,1646.68,1583.87,1637.44,3711794
2020-06-11,1593.11,1614.35,1551.55,1556.17,4528647
2020-06-12,1482.28,1535.85,1468.44,1531.24,4422210
2020-06-15,1509.07,1511.84,1449.04,1449.04,3188049
2020-06-16,1524.76,1601.41,1521.08,1594.04,5117682
2020-06-17,1591.26,1593.11,1552.48,1575.57,3445968
2020-06-18,1552.48,1552.48,1530.31,1541.38,2513689
2020-06-19,1573.72,1573.72,1530.31,1551.55,3010689
2020-06-22,1538.61,1552.48,1526.62,1526.62,2178567
2020-06-23,1551.55,1563.55,1522.92,1547.86,2162217
2020-06-24,1547.86,1558.02,1537.71,1544.16,1788007
2020-06-25,1550.63,1562.64,1532.16,1552.48,3326755
2020-06-26,1584.8,1601.41,1572.79,1582.95,3229952
2020-06-29,1583.9,1601.91,1553.55,1554.5,2607535
2020-06-30,1602.87,1624.69,1597.18,1600.97,2763053
2020-07-01,1569.68,1590.55,1544.07,1554.5,2549123
2020-07-02,1556.4,1568.73,1528.89,1550.71,2398350
2020-07-03,1563.98,1573.46,1523.21,1548.81,1986622
2020-07-06,1554.5,1615.2,1554.5,1607.61,2232499
2020-07-07,1602.87,1608.57,1572.52,1590.55,2594144
2020-07-08,1579.16,1586.75,1553.55,1557.34,2764318
2020-07-09,1581.06,1587.7,1559.25,1568.73,2068968
2020-07-10,1557.34,1557.34,1532.69,1541.23,3033917
2020-07-13,1577.26,1628.48,1577.26,1610.45,2412057
2020-07-14,1596.23,1619.93,1585.8,1611.41,1875071
2020-07-15,1649.34,1669.25,1637.02,1647.45,2365455
2020-07-16,1683.49,1692.03,1643.65,1650.29,2256749
2020-07-17,1648.39,1651.24,1611.41,1617.09,1551278
2020-07-20,1612.35,1619.0,1589.59,1600.03,1690981
2020-07-21,1608.57,1610.45,1582.95,1589.59,1947506
2020-07-22,1587.7,1610.45,1585.8,1588.64,1564985
2020-07-27,1556.4,1583.9,1540.27,1580.11,1833320
2020-07-28,1571.58,1579.16,1563.03,1569.68,1264281
2020-07-29,1572.52,1572.52,1540.27,1547.86,1786611
2020-07-30,1557.34,1564.93,1529.84,1543.12,3962702
2020-07-31,1539.32,1539.32,1453.01,1455.86,3384070
2020-08-03,1478.62,1516.56,1477.67,1500.44,2009398
2020-08-04,1521.3,1594.33,1519.41,1594.33,2699791
2020-08-05,1557.34,1592.43,1546.91,1589.59,1859679
2020-08-06,1564.93,1604.76,1545.96,1588.64,2847929
2020-08-07,1620.89,1636.07,1579.16,1588.64,3460932
2020-08-11,1648.39,1709.09,1638.91,1667.36,3524089
2020-08-12,1680.64,1707.2,1676.85,1692.97,2237983
2020-08-13,1707.2,1718.58,1694.88,1700.56,2020363
2020-08-14,1699.61,1707.2,1685.39,1691.07,1815923
2020-08-17,1673.06,1695.81,1665.47,1683.49,1358436
2020-08-18,1679.69,1682.54,1632.27,1636.07,1464083
2020-08-19,1612.35,1624.69,1599.08,1613.3,1218523
2020-08-20,1583.9,1604.76,1575.37,1582.0,1943500
2020-08-21,1590.55,1617.09,1581.06,1582.95,1525658
2020-08-24,1587.7,1589.59,1571.58,1578.21,912231
2020-08-25,1623.74,1638.91,1614.25,1627.53,2291755
2020-08-26,1599.08,1622.78,1598.13,1614.25,1169811
2020-08-27,1593.39,1593.39,1563.98,1568.73,1961530
2020-08-28,1592.43,1611.41,1555.44,1571.58,2787197
2020-08-31,1599.08,1617.09,1584.85,1584.85,1885194
2020-09-01,1558.29,1588.64,1546.91,1585.8,1735053
2020-09-02,1582.95,1585.8,1554.5,1568.73,1804746
2020-09-03,1604.76,1608.57,1585.8,1591.48,2018992
2020-09-04,1568.73,1595.28,1565.88,1593.39,1384374
2020-09-07,1594.33,1624.69,1592.43,1612.35,1219787
2020-09-08,1610.45,1621.84,1605.72,1618.05,1162852
2020-09-09,1592.43,1608.57,1581.06,1598.13,1565301
2020-09-10,1602.87,1609.51,1592.43,1605.72,1597248
2020-09-11,1607.61,1622.78,1580.11,1607.61,2414482
2020-09-14,1612.35,1654.08,1609.51,1653.14,1643535
2020-09-15,1647.45,1649.34,1610.45,1613.3,1463661
2020-09-16,1606.66,1606.66,1570.62,1570.62,1782394
2020-09-17,1547.86,1553.55,1516.56,1516.56,2141614
2020-09-18,1512.78,1525.1,1508.02,1511.82,2189271
2020-09-23,1491.91,1497.59,1480.52,1491.91,2309046
2020-09-24,1513.72,1517.51,1471.98,1473.88,3101713
2020-09-25,1485.27,1490.95,1460.61,1469.13,2034596
2020-09-28,1483.37,1503.28,1465.35,1502.34,1588813
2020-09-29,1493.8,1507.08,1483.37,1490.0,1957734
2020-09-30,1470.09,1487.15,1441.63,1443.53,2181996
2020-10-02,1469.13,1492.85,1462.5,1463.45,1991156
2020-10-05,1489.06,1522.26,1488.11,1521.3,1595139
2020-10-06,1531.74,1544.07,1522.26,1544.07,1411681
2020-10-07,1526.99,1563.98,1518.45,1563.98,1418113
2020-10-08,1557.34,1600.03,1535.53,1537.43,3010827
2020-10-09,1538.38,1549.76,1522.26,1528.89,1550646
2020-10-12,1516.56,1516.56,1501.39,1501.39,1488333
2020-10-13,1499.49,1517.51,1482.42,1492.85,1058577
2020-10-14,1482.42,1486.22,1455.86,1462.5,1405882
2020-10-15,1460.61,1471.98,1447.33,1449.22,1232861
2020-10-16,1433.1,1453.01,1428.36,1429.31,1247307
2020-10-19,1442.58,1465.35,1442.58,1462.5,938696
2020-10-20,1451.11,1458.7,1435.95,1440.68,806373
2020-10-21,1441.63,1477.67,1441.63,1475.78,1271557
2020-10-22,1458.7,1476.73,1455.86,1465.35,922142
2020-10-23,1486.22,1494.75,1471.04,1490.95,859618
2020-10-26,1481.47,1511.82,1473.88,1510.87,1101594
2020-10-27,1503.28,1503.28,1472.94,1480.52,1125422
2020-10-28,1457.77,1458.7,1419.82,1433.1,1741484
2020-10-29,1398.96,1464.4,1389.47,1458.7,1825728
2020-10-30,1445.43,1455.86,1399.91,1406.54,1948033
2020-11-02,1419.82,1462.5,1418.88,1447.33,1629723
2020-11-04,1470.09,1484.31,1448.28,1462.5,1961107
2020-11-05,1453.96,1453.96,1413.18,1433.1,1811916
2020-11-06,1424.56,1457.77,1413.18,1451.11,2060955
2020-11-09,1489.06,1500.44,1468.19,1480.52,2620082
2020-11-10,1746.08,1829.54,1707.2,1797.3,9305876
2020-11-11,1844.72,1866.53,1783.07,1825.75,4004244
2020-11-12,1797.3,1830.5,1786.87,1816.27,2631891
2020-11-13,1827.66,1850.41,1814.38,1829.54,2935335
2020-11-16,1861.8,1904.47,1848.52,1892.15,2873234
2020-11-17,1923.44,1927.23,1876.97,1910.17,2404677
2020-11-18,1876.02,1884.56,1846.62,1871.28,2107347
2020-11-19,1855.16,1874.13,1834.29,1855.16,1954042
2020-11-20,1833.35,1863.7,1828.59,1863.7,1965430
2020-11-24,1896.88,1923.44,1883.61,1894.04,2509163
2020-11-25,1925.34,1941.47,1905.42,1913.02,2794262
2020-11-26,1903.53,1917.75,1895.94,1914.9,1461025
2020-11-27,1900.69,1916.8,1888.35,1916.8,1778493
2020-11-30,1915.85,1949.05,1899.73,1906.36,4558415
2020-12-01,1923.44,1977.51,1917.75,1971.81,2506000
2020-12-02,2004.06,2037.26,1982.24,2035.36,2945351
2020-12-03,2048.64,2093.22,2044.84,2078.99,2436835
2020-12-04,2085.63,2113.14,2075.2,2111.24,1699310
2020-12-07,2112.19,2123.56,2049.59,2050.53,1930953
2020-12-08,2040.1,2045.8,2015.45,2030.62,1546112
2020-12-09,2028.72,2089.42,2025.88,2080.89,1296650
2020-12-10,2094.16,2115.02,2075.2,2090.37,1505096
2020-12-11,2096.06,2101.76,2065.71,2071.4,1846815
2020-12-14,2054.33,2077.09,2041.99,2048.64,2139505
2020-12-15,2040.1,2041.99,1999.32,2017.34,1897318
2020-12-16,2037.26,2075.2,2031.56,2050.53,1791039
2020-12-17,2068.55,2074.25,2017.34,2027.77,1362232
2020-12-18,2041.05,2056.23,2029.66,2040.1,1627403
2020-12-21,2029.66,2038.2,1986.04,2005.01,1750447
2020-12-22,1982.24,2002.17,1969.92,1991.73,1334608
2020-12-23,2020.18,2020.18,1965.18,1971.81,1637314
2020-12-24,2005.01,2014.5,1986.04,1994.58,959678
2020-12-25,1991.73,2023.98,1987.94,2021.13,933634
2020-12-28,2022.08,2050.53,2014.5,2032.51,1669789
2020-12-29,2024.76,2068.36,2021.85,2068.36,1364902
2020-12-30,2059.64,2061.58,2035.42,2038.33,1253629
2021-01-04,2048.02,2048.98,1974.39,1998.61,1213683
2021-01-05,1981.17,1985.04,1932.73,1955.98,2048542
2021-01-06,1994.73,2058.67,1986.99,2051.89,3077973
2021-01-07,2082.9,2118.74,2069.33,2091.61,2664363
2021-01-08,2091.61,2098.39,2055.77,2088.7,1829298
2021-01-12,2081.92,2107.11,2059.64,2101.3,1616248
2021-01-13,2095.49,2112.92,2084.83,2101.3,1432720
2021-01-14,2068.36,2077.08,2052.86,2062.55,1791415
2021-01-15,2034.45,2055.77,2013.14,2027.67,2037497
2021-01-18,1996.67,2021.85,1982.14,1995.7,1458009
2021-01-19,2001.52,2034.45,2000.54,2029.61,1926947
2021-01-20,2029.61,2100.33,2022.83,2097.43,2044309
2021-01-21,2103.23,2122.62,2098.39,2108.08,1522419
2021-01-22,2094.52,2124.55,2087.74,2109.05,1439635
2021-01-25,2105.18,2129.4,2079.01,2126.49,1211411
2021-01-26,2111.96,2153.61,2110.98,2131.33,2052670
2021-01-27,2152.64,2164.27,2134.24,2161.37,1736192
2021-01-28,2152.64,2231.11,2139.08,2197.21,3653435
2021-01-29,2197.21,2250.5,2161.37,2228.21,4284534
2021-02-01,2274.71,2344.46,2256.3,2307.65,3175105
